"LIBRARYREFERENCE","FOOTPRINT1","BUILT_BY","COMMENT","COPYRIGHT","MANUFACTURER_PART_NUMBER","REFDES","TYPE","VALUE","VENDOR","SHEETPART","DESIGNATOR","DESCRIPTION"
"STM32G474QETx","LPQFP-128","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lpqfp128_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474RBTx","LQFP64-10x10mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lqfp64_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 128Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration"
"STM32G474RCTx","LQFP64-10x10mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lqfp64_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 256Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration"
"STM32G474RETx","LQFP64-10x10mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lqfp64_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration"
"STM32G474VBHx","TFBGA-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_tfbga100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 128Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VBIx","UFBGA100-7x7mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_ufbga100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 128Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VBTx","LPQFP-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lpqfp100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 128Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VCHx","TFBGA-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_tfbga100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 256Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VCIx","UFBGA100-7x7mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_ufbga100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 256Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VCTx","LPQFP-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lpqfp100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 256Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VEHx","TFBGA-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_tfbga100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VEIx","UFBGA100-7x7mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_ufbga100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G474VETx","LPQFP-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lpqfp100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration
"
"STM32G484CETx","LQFP48-7x7mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lqfp48_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration, Crypto AES-256"
"STM32G484CEUx","UFQFPN-48_7X7X0P","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_ufqfpn48_t3","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration, Crypto AES-256"
"STM32G484METx","LQFP-80","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lqfp80_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, High Analog level integration, Crypto AES-256
"
"STM32G484QETx","LPQFP-128","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lpqfp128_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration, Crypto AES-256
"
"STM32G484RETx","LQFP64-10x10mm","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lqfp64_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration, Crypto AES-256"
"STM32G484VEHx","TFBGA-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_tfbga100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration, Crypto AES-256
"
"STM32G484VETx","LPQFP-100","EMA_Jessica","","Copyright (C) 2016 Accelerated Designs. All rights reserved","stm32g4_lpqfp100_t1","RefDes","DEV","Value","STMicroelectronics","*","U?","Mainstream Arm Cortex-M4 core with DSP and FPU, 170MHz with 512Kbytes of Flash memory, Math Accelerator, HR Timer, High Analog level integration, Crypto AES-256
"
